event,value,timestamp
hrv,6.410219114110617,2026-02-23T21:47:25.738314
hrv,6.410219114110617,2026-02-23T21:47:25.738314
hrv,6.198117993929017,2026-02-23T21:47:26.738199
hrv,5.954959148603662,2026-02-23T21:47:26.738199
hrv,5.8918830363717944,2026-02-23T21:47:26.738199
hrv,5.692099788303083,2026-02-23T21:47:26.753515
hrv,6.6661458129866915,2026-02-23T21:47:27.738123
hrv,6.467111365344245,2026-02-23T21:47:27.738123
hrv,6.302556800396346,2026-02-23T21:47:28.800213
hrv,6.134458325505881,2026-02-23T21:47:28.800213
hrv,6.031662488978672,2026-02-23T21:47:28.800213
hrv,6.031662488978672,2026-02-23T21:47:28.800213
hrv,6.283172834608739,2026-02-23T21:47:29.800126
hrv,6.283172834608739,2026-02-23T21:47:29.800126
hrv,6.48074069840786,2026-02-23T21:47:30.737851
hrv,6.2182527020592095,2026-02-23T21:47:30.753167
hrv,6.2182527020592095,2026-02-23T21:47:30.753167
hrv,6.2182527020592095,2026-02-23T21:47:30.753167
hrv,6.450359901365416,2026-02-23T21:47:31.737774
hrv,6.338171171016404,2026-02-23T21:47:31.737774
hrv,6.242328625334192,2026-02-23T21:47:32.737703
hrv,6.140820581921837,2026-02-23T21:47:32.737703
hrv,6.108395861435308,2026-02-23T21:47:32.752994
hrv,6.0151324326084605,2026-02-23T21:47:32.752994
hrv,5.928495494097083,2026-02-23T21:47:33.737617
hrv,5.843188953205018,2026-02-23T21:47:33.737617
hrv,5.771096564393595,2026-02-23T21:47:34.744459
hrv,5.626534878310283,2026-02-23T21:47:34.744459
hrv,5.626534878310283,2026-02-23T21:47:34.744459
hrv,5.553931386518369,2026-02-23T21:47:34.744459
hrv,6.494228206646268,2026-02-23T21:47:36.252007
hrv,6.4145414071011055,2026-02-23T21:47:36.254999
hrv,6.2635898763835804,2026-02-23T21:47:36.736431
hrv,6.2812853345908,2026-02-23T21:47:36.751768
hrv,6.211101172721128,2026-02-23T21:47:36.751768
hrv,6.211101172721128,2026-02-23T21:47:36.751768
hrv,6.077513489311723,2026-02-23T21:47:37.754704
hrv,6.077513489311723,2026-02-23T21:47:37.754787
hrv,6.015604707757983,2026-02-23T21:47:38.755877
hrv,5.953904566907059,2026-02-23T21:47:38.755877
hrv,6.3655321851358195,2026-02-23T21:47:39.743845
hrv,6.302816052851172,2026-02-23T21:47:39.759286
hrv,6.624546428595348,2026-02-23T21:47:39.759286
hrv,6.561753102150743,2026-02-23T21:47:39.759286
hrv,6.79304457113705,2026-02-23T21:47:40.752998
hrv,6.79304457113705,2026-02-23T21:47:40.754132
hrv,6.765194538433994,2026-02-23T21:47:41.752226
hrv,6.705588138314323,2026-02-23T21:47:41.755219
hrv,6.802636405759572,2026-02-23T21:47:41.759210
hrv,6.744740574976092,2026-02-23T21:47:41.761223
hrv,6.895097742697773,2026-02-23T21:47:42.745933
hrv,6.893868560453815,2026-02-23T21:47:42.745933
hrv,7.4651733777134766,2026-02-23T21:47:43.747772
hrv,7.436738851523745,2026-02-23T21:47:43.747772
hrv,7.4549494422457805,2026-02-23T21:47:44.750560
hrv,8.083253246734724,2026-02-23T21:47:44.755624
hrv,8.083253246734724,2026-02-23T21:47:44.755624
hrv,8.066461219777201,2026-02-23T21:47:44.755624
hrv,8.092683450112752,2026-02-23T21:47:45.790514
hrv,7.705380026704212,2026-02-23T21:47:45.790514
hrv,7.814588703839089,2026-02-23T21:47:46.743407
hrv,7.804822498768831,2026-02-23T21:47:46.743407
hrv,7.809164542219457,2026-02-23T21:47:46.743407
hrv,7.781987023498453,2026-02-23T21:47:46.743407
hrv,8.165657726215011,2026-02-23T21:47:47.743143
hrv,7.92870776228138,2026-02-23T21:47:47.743143
hrv,7.92870776228138,2026-02-23T21:47:48.790233
hrv,7.924431220566655,2026-02-23T21:47:48.790233
hrv,7.941523569830256,2026-02-23T21:47:48.805582
hrv,7.889061296224869,2026-02-23T21:47:48.805582
hrv,7.906230111517827,2026-02-23T21:47:49.758591
hrv,7.750341709251889,2026-02-23T21:47:49.758591
hrv,8.37874631615664,2026-02-23T21:47:50.742900
hrv,8.37874631615664,2026-02-23T21:47:50.742900
hrv,8.37874631615664,2026-02-23T21:47:50.742900
hrv,8.342255111118519,2026-02-23T21:47:50.758550
hrv,8.234898865319106,2026-02-23T21:47:51.789986
hrv,8.234898865319106,2026-02-23T21:47:51.789986
hrv,8.434191912705034,2026-02-23T21:47:52.742892
hrv,8.43017180193675,2026-02-23T21:47:52.742892
hrv,8.494265263863694,2026-02-23T21:47:52.742892
