event,value,timestamp
hrv,0.9,2026-02-24T12:20:23.566396
hrv,4.949747468305833,2026-02-24T12:20:23.569388
hrv,4.041451884327381,2026-02-24T12:20:23.570386
hrv,13.46291201783626,2026-02-24T12:20:24.567719
hrv,12.041594578792296,2026-02-24T12:20:24.567719
hrv,14.725261740741091,2026-02-24T12:20:25.578466
hrv,13.632943293989852,2026-02-24T12:20:25.582475
hrv,13.679364020304453,2026-02-24T12:20:26.619748
hrv,12.897028081435403,2026-02-24T12:20:26.623771
hrv,13.1224997618594,2026-02-24T12:20:26.626766
hrv,12.511812600317132,2026-02-24T12:20:26.630943
hrv,12.034672132357132,2026-02-24T12:20:27.570241
hrv,11.562538981223272,2026-02-24T12:20:27.573230
hrv,11.934344197674685,2026-02-24T12:20:28.575495
hrv,11.529671865813587,2026-02-24T12:20:28.578471
hrv,11.188722000300123,2026-02-24T12:20:28.581478
hrv,10.85465473480224,2026-02-24T12:20:28.585467
hrv,10.59087657687817,2026-02-24T12:20:29.569815
hrv,10.308402295930094,2026-02-24T12:20:29.572778
hrv,11.090536506409418,2026-02-24T12:20:30.569544
hrv,10.82325538564332,2026-02-24T12:20:30.573607
hrv,10.787197799411873,2026-02-24T12:20:31.570545
hrv,10.550087574332592,2026-02-24T12:20:31.574532
hrv,10.56921630648807,2026-02-24T12:20:31.579521
hrv,10.355674772799693,2026-02-24T12:20:31.582477
hrv,10.469736606781693,2026-02-24T12:20:32.570490
hrv,10.274023338281628,2026-02-24T12:20:32.573769
hrv,10.13304354222222,2026-02-24T12:20:33.570710
hrv,9.956803253779938,2026-02-24T12:20:33.574695
hrv,10.581430275093565,2026-02-24T12:20:33.578654
hrv,10.40936303092929,2026-02-24T12:20:33.582643
hrv,10.246950765959598,2026-02-24T12:20:34.570642
hrv,10.09049958219026,2026-02-24T12:20:34.573470
hrv,10.013226547040317,2026-02-24T12:20:35.620651
hrv,9.869143833180262,2026-02-24T12:20:35.623643
hrv,9.872802146413258,2026-02-24T12:20:35.627600
hrv,9.738472048418984,2026-02-24T12:20:35.631673
hrv,10.69923755276638,2026-02-24T12:20:36.620148
hrv,10.561177090573832,2026-02-24T12:20:36.623142
hrv,10.897247358851684,2026-02-24T12:20:38.223848
hrv,10.763533738349379,2026-02-24T12:20:38.225819
hrv,10.66257361946337,2026-02-24T12:20:38.620590
hrv,10.537860865844975,2026-02-24T12:20:38.624578
hrv,10.54858887589839,2026-02-24T12:20:38.628670
hrv,10.430723848324238,2026-02-24T12:20:38.633233
hrv,10.42154958018115,2026-02-24T12:20:39.570715
hrv,10.310085952135681,2026-02-24T12:20:39.572735
hrv,11.384382577314707,2026-02-24T12:20:40.571380
hrv,11.267616592406283,2026-02-24T12:20:40.574373
hrv,11.155267813907473,2026-02-24T12:20:40.579365
hrv,11.045361017187261,2026-02-24T12:20:40.582552
hrv,10.942155602566125,2026-02-24T12:20:41.620154
hrv,10.838436147028203,2026-02-24T12:20:41.623147
hrv,10.745369373035203,2026-02-24T12:20:42.570567
hrv,10.647236090349287,2026-02-24T12:20:42.575586
hrv,10.559356040971437,2026-02-24T12:20:42.579574
hrv,10.46632025351426,2026-02-24T12:20:42.583518
hrv,10.53729010508018,2026-02-24T12:20:43.571466
hrv,10.447609409471688,2026-02-24T12:20:43.575458
hrv,10.679459136942615,2026-02-24T12:20:44.568286
hrv,10.640504639492004,2026-02-24T12:20:44.573246
hrv,10.92423832817865,2026-02-24T12:20:44.577236
hrv,10.386595011465662,2026-02-24T12:20:44.580534
hrv,10.809600252882557,2026-02-24T12:20:45.570037
hrv,10.348175963072519,2026-02-24T12:20:45.573882
hrv,11.06069541443247,2026-02-24T12:20:46.569602
hrv,10.909488950108633,2026-02-24T12:20:46.573389
hrv,11.34811266321185,2026-02-24T12:20:47.570466
hrv,11.178823806416991,2026-02-24T12:20:47.574893
hrv,11.395806543622133,2026-02-24T12:20:47.581811
hrv,11.383901806453842,2026-02-24T12:20:47.584793
hrv,11.40249749627433,2026-02-24T12:20:48.645208
hrv,11.210618453131607,2026-02-24T12:20:48.647733
hrv,11.229501098234696,2026-02-24T12:20:49.569814
hrv,11.22270700599338,2026-02-24T12:20:49.576668
hrv,12.0169371996785,2026-02-24T12:20:49.579693
hrv,12.005648388168753,2026-02-24T12:20:49.583523
