event,value,timestamp
hrv,5.494218841470196,2026-02-23T20:52:49.522512
hrv,5.438407044938865,2026-02-23T20:52:49.525908
hrv,5.438407044938865,2026-02-23T20:52:49.525908
hrv,5.438407044938865,2026-02-23T20:52:49.525908
hrv,5.51269720812549,2026-02-23T20:52:50.461259
hrv,5.51269720812549,2026-02-23T20:52:50.461259
hrv,5.701620346556862,2026-02-23T20:52:51.461040
hrv,5.701620346556862,2026-02-23T20:52:51.461040
hrv,5.629823732075214,2026-02-23T20:52:52.460829
hrv,5.629823732075214,2026-02-23T20:52:52.460829
hrv,5.629823732075214,2026-02-23T20:52:52.460829
hrv,5.629823732075214,2026-02-23T20:52:52.460829
hrv,6.376599167985435,2026-02-23T20:52:53.460554
hrv,6.371280902533105,2026-02-23T20:52:53.460554
hrv,6.4229461532956655,2026-02-23T20:52:54.506889
hrv,6.4229461532956655,2026-02-23T20:52:54.506889
hrv,6.607648367547455,2026-02-23T20:52:55.459760
hrv,6.607648367547455,2026-02-23T20:52:55.459760
hrv,6.607648367547455,2026-02-23T20:52:55.459760
hrv,6.607648367547455,2026-02-23T20:52:55.459760
hrv,6.703148766798369,2026-02-23T20:52:56.466658
hrv,6.703148766798369,2026-02-23T20:52:56.466658
hrv,7.284764691475593,2026-02-23T20:52:57.466396
hrv,7.284764691475593,2026-02-23T20:52:57.466396
